gene,CTLrep1,CTLrep2,CTLrep3,KOrep1,KOrep2,KOrep3
ENSG00000235888.5,2,4,7,9,9,10
ENSG00000237609.1,9,7,6,11,7,7
ENSG00000228861.5,5,3,2,3,4,4
ENSG00000183527.12,3327,3081,3990,3681,3530,3560
ENSG00000185658.14,5172,4037,5838,5780,5667,4124
ENSG00000255568.4,9,13,23,11,12,17
ENSG00000238141.2,3,6,5,3,2,3
ENSG00000205581.11,33265,28229,39100,35772,33998,35021
ENSG00000182093.16,2153,1872,2340,2480,1861,2147
ENSG00000285815.1,5,5,1,3,2,3
ENSG00000157578.14,101,119,142,144,96,109
ENSG00000185437.16,32,17,35,19,16,12
ENSG00000183778.19,2947,2473,3360,3497,3966,2608
ENSG00000184809.13,1727,1385,1921,1711,1945,1722
ENSG00000225330.1,5,6,8,9,13,11
ENSG00000231713.2,33,17,27,29,22,34
ENSG00000183067.6,35,35,63,30,52,51
ENSG00000183036.11,74,41,68,43,43,63
ENSG00000171587.15,88,73,85,72,71,87
ENSG00000286425.1,8,6,2,4,5,7
ENSG00000182240.16,1631,1378,1946,1627,1749,2070
ENSG00000280109.3,1,1,1,2,5,2
ENSG00000183844.17,672,535,815,443,564,646
ENSG00000183486.14,69,46,79,59,88,71
ENSG00000157601.15,920,725,1005,584,695,665
ENSG00000184012.14,5595,4306,6662,4916,5774,4988
ENSG00000236384.7,232,199,274,202,208,261
ENSG00000183421.12,4035,3658,5019,4166,4677,4595
ENSG00000289513.2,9,9,14,18,12,15
ENSG00000141956.14,1073,928,1417,1323,1376,1028
ENSG00000227698.1,3,2,7,13,13,1
ENSG00000157617.17,4009,3497,4764,4444,4509,3722
ENSG00000173276.14,3245,2527,3461,3681,3450,2638
ENSG00000237232.9,18,19,26,25,26,33
ENSG00000289322.2,2,4,7,5,6,6
ENSG00000177398.19,55,49,60,73,62,67
ENSG00000160179.19,214,187,295,158,153,197
ENSG00000160180.17,140,140,201,288,343,245
ENSG00000160181.9,146,154,194,556,517,222
ENSG00000160182.3,604,540,773,1254,1424,896
ENSG00000160183.17,168,147,184,233,267,210
ENSG00000160185.15,4,3,10,4,4,3
ENSG00000160188.10,283,231,373,408,352,317
ENSG00000160190.14,4379,3519,5304,6112,6705,5036
ENSG00000235772.1,13,6,9,19,17,6
ENSG00000235023.1,32,28,28,20,21,26
ENSG00000160191.18,1680,1333,2050,1480,1647,1823
ENSG00000225731.1,1,1,1,4,1,1
ENSG00000283051.1,6,9,6,8,1,10
ENSG00000225218.1,4,7,7,4,3,4
ENSG00000160193.12,1155,1078,1589,1136,1052,1181
ENSG00000160194.18,3336,2832,4298,3631,3630,4239
ENSG00000233056.4,98,56,105,79,100,64
ENSG00000160199.15,1381,1152,1558,1308,1371,1262
ENSG00000160200.18,1681,1499,2114,1612,1648,1964
ENSG00000160201.12,1485,1121,1804,1357,1480,1530
ENSG00000142178.9,93,87,100,90,96,104
ENSG00000160207.9,74,67,81,76,67,78
ENSG00000160208.13,13221,12536,16511,13153,12608,13423
ENSG00000160209.19,9001,7892,10852,8531,9205,9893
ENSG00000160213.10,7876,6592,9442,8315,8234,9410
ENSG00000160214.13,3045,2917,4110,3157,3098,3893
ENSG00000215458.8,21,19,15,21,21,11
ENSG00000160216.21,4805,4194,5654,5172,5368,5092
ENSG00000160218.13,2467,2114,2944,2596,2833,2128
ENSG00000241945.8,80,82,105,105,93,69
ENSG00000160221.18,127,151,165,161,159,203
ENSG00000160223.18,104,116,134,163,182,133
ENSG00000142182.9,48,60,56,69,45,46
ENSG00000141959.17,13595,12499,18087,14373,14310,17528
ENSG00000160226.16,481,487,673,527,522,685
ENSG00000184441.4,51,40,70,71,71,61
ENSG00000142185.18,8,1,7,3,3,5
ENSG00000160233.8,1461,1288,1855,1515,1435,1553
ENSG00000224747.1,9,3,8,6,13,1
ENSG00000227999.1,11,7,16,5,5,6
ENSG00000274225.1,65,71,88,52,74,61
ENSG00000289857.1,6,6,18,4,19,5
ENSG00000228709.3,154,114,140,49,66,84
ENSG00000175894.18,17,24,28,6,7,31
ENSG00000235890.2,86,80,121,23,35,29
ENSG00000182912.6,68,74,102,19,30,34
ENSG00000184787.19,6695,5897,8559,7715,7656,7078
ENSG00000236519.2,24,18,30,30,15,19
ENSG00000184900.16,8750,7564,10854,8670,8561,10188
ENSG00000183255.12,24699,23667,30920,28541,27210,28890
ENSG00000289009.2,33,22,35,29,34,20
ENSG00000160255.19,10,9,11,10,9,9
ENSG00000273027.1,8,4,9,7,7,17
ENSG00000183250.13,195,188,223,204,197,206
ENSG00000272825.1,9,7,13,16,15,17
ENSG00000160256.14,1359,1187,1702,1231,1221,1735
ENSG00000276529.1,106,88,116,107,94,139
ENSG00000293210.1,33,44,38,43,42,50
ENSG00000197381.18,1969,1536,2360,1966,2171,1738
ENSG00000182586.9,16,14,12,14,15,15
ENSG00000186866.17,2411,2066,2922,2509,2746,2658
ENSG00000223768.4,1815,1703,2171,1952,1966,1721
ENSG00000184274.3,4,1,1,2,2,3
ENSG00000273796.2,47,36,48,40,55,63
ENSG00000182871.16,35747,35006,47719,35963,34424,44134
ENSG00000183535.9,5,1,12,7,4,4
ENSG00000173638.19,2722,2556,3484,2714,2730,3597
ENSG00000288885.2,104,89,129,87,113,138
ENSG00000233922.4,11,7,1,2,4,6
ENSG00000183570.17,118,86,166,81,91,121
ENSG00000280604.1,7,3,11,2,12,6
ENSG00000274248.1,6,5,7,10,10,16
ENSG00000142156.16,9457,8400,12064,11503,11702,13351
ENSG00000142173.17,1478,895,1583,1604,1863,1837
ENSG00000160282.15,106,98,119,78,95,111
ENSG00000160284.15,1447,1170,1794,1169,1216,1890
ENSG00000160285.15,10342,9791,13177,10056,9828,11002
ENSG00000223901.2,6,9,4,12,13,3
ENSG00000215424.10,377,313,419,386,420,274
ENSG00000160294.11,6497,5629,7721,6587,7092,5917
ENSG00000228137.1,4,12,9,13,9,6
ENSG00000239415.1,95,49,123,91,131,116
ENSG00000182362.14,1266,1144,1511,1275,1380,1444
ENSG00000160298.18,566,519,753,552,628,580
ENSG00000160299.19,3028,2762,3856,3250,3346,2825
ENSG00000289421.1,11,5,17,3,11,8
ENSG00000160305.18,2418,1995,2691,2387,2596,2121
ENSG00000223692.1,1,1,1,2,1,1
ENSG00000160307.10,5,13,13,3,3,4
ENSG00000160310.19,3951,3661,5036,4257,4541,4464
ENSG00000230982.1,10,13,22,24,23,15
ENSG00000289511.1,30,32,47,41,46,57
ENSG00000283047.1,2,1,1,2,1,1
ENSG00000215268.3,2,1,1,2,4,1
ENSG00000215270.3,6,4,2,3,5,8
ENSG00000240122.1,9,6,4,4,12,7
ENSG00000177663.15,957,899,1216,1014,953,980
ENSG00000183307.4,528,417,551,358,312,426
ENSG00000235478.6,9,17,11,4,7,9
ENSG00000069998.12,3986,3756,4952,3640,3972,4920
ENSG00000185837.5,13,9,6,6,7,6
ENSG00000093072.19,3741,2987,4538,2897,3126,3152
ENSG00000099954.19,3302,2738,3720,2912,2870,2556
ENSG00000182902.14,79,86,124,103,104,105
ENSG00000131100.13,8135,7072,9948,9326,9418,8991
ENSG00000099968.18,4951,4232,5749,5260,5216,4621
ENSG00000015475.19,3253,3132,4100,3917,4271,4436
ENSG00000243156.9,3675,3090,4357,3847,4237,2999
ENSG00000093100.13,7,2,7,7,10,7
ENSG00000286990.1,5,10,4,4,6,3
ENSG00000225335.3,81,56,84,89,100,59
ENSG00000215193.14,5168,4273,5998,5268,5194,5046
ENSG00000183785.16,3,4,4,5,4,1
ENSG00000280007.1,18,5,15,15,24,14
ENSG00000184979.11,67,73,81,86,70,62
ENSG00000278558.6,18,27,39,23,33,46
ENSG00000290425.1,163,132,180,125,197,117
ENSG00000275793.1,70,45,78,50,58,72
ENSG00000183628.14,6,4,5,9,10,4
ENSG00000100033.17,20,15,29,20,26,32
ENSG00000273032.3,337,266,408,312,284,377
ENSG00000271275.1,8,5,6,12,8,3
ENSG00000070413.21,13387,11797,16474,13806,14681,15309
ENSG00000206739.1,9,7,11,8,4,9
ENSG00000273311.1,192,193,216,231,212,219
ENSG00000281530.1,2,3,6,2,2,3
ENSG00000223461.1,22,15,11,23,21,15
ENSG00000272682.1,5,4,8,5,8,5
ENSG00000231086.1,5,2,1,4,1,5
ENSG00000100056.12,1366,1332,1896,1378,1487,1796
ENSG00000260924.3,44,50,55,42,36,53
ENSG00000100075.10,9730,8190,12250,8824,8200,12440
ENSG00000070371.16,491,400,617,354,433,382
ENSG00000287146.1,6,3,9,8,11,4
ENSG00000100084.14,1806,1629,2338,1735,1876,2067
ENSG00000242259.9,2076,1882,2578,2065,2005,2221
ENSG00000185608.9,2171,2045,2926,2237,2083,2499
ENSG00000185065.6,46,52,75,71,47,73
ENSG00000070010.19,3383,3139,4283,3981,3887,4506
ENSG00000093009.11,1535,1377,1952,1418,1559,1741
ENSG00000184113.10,52,75,81,24,35,50
ENSG00000184702.20,28,19,33,22,37,24
ENSG00000284874.1,14,7,10,8,15,11
ENSG00000184058.16,1505,1347,1901,1587,1818,2058
ENSG00000185838.14,436,350,522,445,388,530
ENSG00000235776.2,36,34,84,49,60,78
ENSG00000215012.9,3181,2603,3719,3376,3505,3128
ENSG00000289960.1,18,18,22,7,11,7
ENSG00000184470.21,102,99,110,160,160,138
ENSG00000093010.15,524,503,655,422,527,611
ENSG00000099889.14,2051,1963,2775,2207,2317,2581
ENSG00000183597.16,812,766,1144,841,918,999
ENSG00000236540.7,29,28,49,33,39,28
ENSG00000128191.17,2271,1978,2792,2435,2606,2390
ENSG00000099899.16,1199,1193,1523,1169,1338,1568
ENSG00000099901.18,11405,10152,14355,11254,10538,14236
ENSG00000099904.16,2150,1993,2750,1958,2177,2564
ENSG00000234409.7,11,10,10,5,9,8
ENSG00000249923.1,16,16,24,6,12,12
ENSG00000236499.3,4,1,3,3,3,1
ENSG00000040608.14,1398,1317,1771,1293,1306,1937
ENSG00000161132.6,9,6,19,16,16,18
ENSG00000128185.10,1933,1972,2659,1864,1873,2800
ENSG00000273343.1,23,19,31,41,26,21
ENSG00000273139.2,7,4,7,9,4,9
ENSG00000287446.1,15,20,25,11,3,11
ENSG00000290950.1,9,12,10,6,9,8
ENSG00000185252.19,3403,3035,4523,3362,3400,3649
ENSG00000244486.9,1036,1021,1284,1177,1185,1473
ENSG00000099910.17,1904,1849,2370,2084,2245,2377
ENSG00000215493.3,36,41,45,54,45,39
ENSG00000236670.1,6,7,9,11,17,11
ENSG00000099917.17,5101,4353,6255,4910,5222,5526
ENSG00000291085.1,7,1,2,1,2,2
ENSG00000241973.11,5242,4561,6415,5365,5611,4905
ENSG00000099937.11,90,87,123,61,44,78
ENSG00000099940.12,2077,1890,2489,2352,2395,2116
ENSG00000099942.13,15069,12555,17878,16477,16257,14561
ENSG00000183773.16,51,28,73,45,42,50
ENSG00000272829.2,25,23,22,27,23,25
ENSG00000099949.22,709,666,835,705,722,812
ENSG00000184436.12,1195,1061,1506,1182,1175,1515
ENSG00000230513.4,79,63,86,84,86,98
ENSG00000284130.2,9,9,8,7,4,13
ENSG00000099957.17,31,27,31,27,30,30
ENSG00000099960.13,11,8,21,5,4,9
ENSG00000291044.1,101,88,100,124,138,141
ENSG00000274600.2,7,8,6,9,10,13
ENSG00000169635.10,7086,6324,8931,7346,7089,7663
ENSG00000206140.12,34,30,30,33,39,40
ENSG00000293427.1,129,89,124,112,147,127
ENSG00000183246.8,6,8,11,4,6,9
ENSG00000185651.16,13126,11880,15964,14391,14203,15017
ENSG00000161179.14,1558,1592,2027,1517,1586,2159
ENSG00000161180.11,3,3,6,5,6,4
ENSG00000128228.5,2260,2061,2773,1995,2281,2867
ENSG00000207751.4,17,11,30,12,17,29
ENSG00000284630.1,6,4,6,5,1,3
ENSG00000272954.1,3,3,3,5,6,5
ENSG00000100023.20,2873,2687,3707,2994,2921,2860
ENSG00000100027.17,548,454,676,430,496,589
ENSG00000100030.15,15804,13254,18523,17517,17532,14933
ENSG00000100034.14,1619,1470,1981,1833,1909,1951
ENSG00000224086.6,136,110,160,157,144,136
ENSG00000100038.20,16,21,21,27,29,24
ENSG00000279278.1,51,40,53,53,52,38
ENSG00000274422.1,69,49,68,79,88,50
ENSG00000234630.1,17,19,28,16,23,16
ENSG00000286129.1,105,99,126,94,136,108
ENSG00000272779.1,69,69,65,75,63,64
ENSG00000211644.3,3,2,1,1,2,1
ENSG00000211649.3,6,7,4,5,7,3
ENSG00000211650.2,6,3,8,14,6,9
ENSG00000211651.3,15,10,8,10,23,4
ENSG00000211652.2,2,9,4,7,8,8
ENSG00000275004.4,986,789,1163,943,885,844
ENSG00000169548.3,57,38,63,55,33,20
ENSG00000185686.18,5,3,6,3,6,9
ENSG00000275772.1,5,2,6,6,12,10
ENSG00000100218.12,72,39,90,64,91,102
ENSG00000128266.9,1505,1366,1954,1226,1309,1829
ENSG00000100228.14,1256,1162,1546,1218,1165,1617
ENSG00000186716.21,13325,12019,17110,15426,15052,16523
ENSG00000236794.5,2,3,4,6,7,2
ENSG00000240160.3,3,3,12,11,9,8
ENSG00000230701.2,39,32,60,52,50,50
ENSG00000236611.1,5,6,12,9,17,9
ENSG00000290920.1,696,604,828,593,651,803
ENSG00000248409.2,18,11,23,11,23,21
ENSG00000133519.14,6,5,5,12,10,10
ENSG00000234928.3,53,44,79,68,60,70
ENSG00000293346.1,30,26,44,26,30,37
ENSG00000178248.11,40,32,36,46,38,49
ENSG00000287864.1,4,1,7,4,3,1
ENSG00000280623.1,1650,1267,1891,2296,2252,1907
ENSG00000272733.1,17,4,17,13,26,11
ENSG00000278655.1,19,10,7,19,27,3
ENSG00000189269.13,78,60,68,106,115,73
ENSG00000275609.1,1,4,6,2,5,2
ENSG00000211683.3,10,7,7,5,4,3
ENSG00000228315.12,271,240,346,303,435,216
ENSG00000290958.1,12,6,9,9,17,13
ENSG00000244723.3,7,9,6,15,8,1
ENSG00000291299.2,38,16,29,30,60,27
ENSG00000159496.15,11,3,6,10,14,6
ENSG00000187792.5,586,520,603,474,521,436
ENSG00000128218.8,6,9,15,11,8,12
ENSG00000169314.15,11,10,15,5,3,13
ENSG00000250479.9,1181,1017,1417,1080,1202,1533
ENSG00000099953.10,9855,8397,12542,13020,14987,13065
ENSG00000099956.20,12810,11892,16587,12788,12838,15177
ENSG00000099958.15,135,116,194,150,157,183
ENSG00000272973.2,6,4,11,3,7,7
ENSG00000133460.20,472,406,632,504,508,542
ENSG00000244425.3,19,20,29,30,16,15
ENSG00000240972.2,7,13,4,4,5,8
ENSG00000218537.1,13,9,14,14,14,15
ENSG00000290199.1,4,8,10,4,9,10
ENSG00000225282.1,2,1,6,1,6,4
ENSG00000133433.11,246,244,323,131,178,260
ENSG00000099974.8,20,15,19,10,15,19
ENSG00000272787.1,22,14,22,16,18,22
ENSG00000099977.16,418,418,565,440,383,450
ENSG00000099991.18,8180,7313,10200,7992,7913,8053
ENSG00000232545.1,8,2,3,3,7,4
ENSG00000099994.11,732,631,973,454,429,638
ENSG00000099998.19,11,8,15,4,7,15
ENSG00000290696.1,14,12,28,20,15,18
ENSG00000225098.1,10,9,8,7,6,11
ENSG00000100014.20,2923,2554,3542,2865,2987,3254
ENSG00000128271.22,26,16,30,13,20,22
ENSG00000178803.12,45,43,57,44,63,47
ENSG00000100024.15,70,43,86,51,69,57
ENSG00000138867.17,6567,5858,8071,6913,7083,7314
ENSG00000100028.12,5159,4595,6073,5589,5235,5189
ENSG00000178026.13,601,507,739,638,702,662
ENSG00000100031.19,344,284,411,535,439,356
ENSG00000215481.9,4,3,6,3,1,3
ENSG00000284070.1,109,122,146,161,177,148
ENSG00000290697.1,4,2,7,7,4,3
ENSG00000224334.1,6,1,2,9,4,9
ENSG00000167037.19,159,108,184,116,128,130
ENSG00000197077.14,6648,5663,8050,7740,8164,6002
ENSG00000203280.4,7,4,4,2,8,10
ENSG00000100053.10,5,8,7,12,13,11
ENSG00000236641.2,1,1,2,3,3,2
ENSG00000244752.3,2,1,2,3,6,1
ENSG00000233577.6,28,11,13,11,17,11
ENSG00000230637.2,9,3,7,3,9,6
ENSG00000231466.2,37,29,50,61,32,30
ENSG00000290796.1,54,34,52,47,57,35
ENSG00000272942.1,2,3,1,2,1,3
ENSG00000291087.1,687,566,734,660,670,723
ENSG00000272977.1,151,145,181,175,192,160
ENSG00000100077.16,3663,3129,4099,3888,3589,3014
ENSG00000133454.16,177,155,224,201,190,173
ENSG00000100095.19,2492,2063,2895,1187,1083,1836
ENSG00000128203.7,258,221,286,196,197,256
ENSG00000100099.22,2729,2215,3343,2774,2829,2601
ENSG00000100104.13,2126,1899,2387,2131,2053,2094
ENSG00000100109.17,2886,2650,3551,2864,2957,2927
ENSG00000261188.3,287,213,289,252,270,237
ENSG00000128294.16,1370,1216,1588,1434,1563,1487
ENSG00000213707.2,145,158,223,194,175,159
ENSG00000196431.4,3,4,12,2,6,6
ENSG00000226912.1,2,3,1,3,1,2
ENSG00000225783.9,89,45,76,21,29,42
ENSG00000244625.7,209,173,252,225,212,194
ENSG00000223704.2,8,10,10,7,15,3
ENSG00000231369.1,57,57,70,64,96,122
ENSG00000235271.6,24,5,28,19,14,17
ENSG00000280025.1,2,8,5,2,7,3
ENSG00000233521.8,2,1,1,1,1,3
ENSG00000226741.2,6,7,11,8,8,8
ENSG00000169184.7,1799,1425,2138,1778,1649,1886
ENSG00000180957.19,7651,6494,9008,8794,8118,7463
ENSG00000235954.9,891,806,1030,907,904,841
ENSG00000100154.15,2771,2241,3183,2482,2507,2674
ENSG00000183765.24,2045,1827,2556,2157,2140,2117
ENSG00000100209.11,585,510,700,748,735,732
ENSG00000159873.10,7519,6224,8448,8650,8188,6849
ENSG00000100219.17,18787,17596,22659,22898,22183,20076
ENSG00000226471.7,20,22,31,19,10,17
ENSG00000272858.1,6,5,3,5,6,4
ENSG00000183579.16,1465,1285,1774,1519,1495,1599
ENSG00000183762.13,1368,1173,1653,1240,1431,1362
ENSG00000186998.16,1083,1088,1487,1101,1052,1505
ENSG00000100263.14,1861,1847,2365,1964,1881,2533
ENSG00000237015.1,17,3,16,9,7,16
ENSG00000182944.18,24884,21741,31427,24116,25704,26522
ENSG00000185340.16,1209,1175,1534,1070,1074,1452
ENSG00000100276.10,6,5,15,9,12,12
ENSG00000100280.17,10093,9268,12927,9567,9483,11808
ENSG00000290778.1,3,1,8,5,1,3
ENSG00000225465.10,128,92,147,79,99,113
ENSG00000100285.10,2960,2911,3962,2284,2193,3178
ENSG00000100296.14,4847,4516,6168,5208,5170,5322
ENSG00000184117.12,26590,23233,33022,27340,27115,29477
ENSG00000186575.19,3739,3093,4424,3547,3685,4047
ENSG00000100314.4,28,14,24,16,6,19
ENSG00000100319.13,532,514,712,535,577,742
ENSG00000287967.1,12,9,8,14,11,8
ENSG00000184076.13,2938,2759,3738,3298,3385,3747
ENSG00000100325.15,4322,3865,5405,4428,4250,4619
ENSG00000100330.16,475,387,533,433,514,402
ENSG00000279159.1,39,28,51,33,60,19
ENSG00000227117.6,17,9,7,4,6,10
ENSG00000227201.2,6,3,7,3,1,4
ENSG00000225971.1,8,8,6,10,11,16
ENSG00000232530.1,3,2,1,2,1,2
ENSG00000128342.5,643,598,810,833,865,777
ENSG00000268812.3,25,14,16,15,25,21
ENSG00000239282.8,48,46,62,53,52,69
ENSG00000099992.16,416,303,447,429,398,432
ENSG00000099995.19,14485,12443,18091,14224,14084,16073
ENSG00000187860.11,343,335,412,403,338,421
ENSG00000099999.15,832,744,1043,947,1037,987
ENSG00000100003.18,612,487,756,791,817,673
ENSG00000242114.6,363,356,439,402,390,539
ENSG00000181123.8,6,8,8,3,5,2
ENSG00000214491.9,130,107,167,89,79,123
ENSG00000225774.2,6,10,14,5,8,10
ENSG00000128242.13,448,390,573,325,346,549
ENSG00000100029.18,10821,10162,13979,10818,10774,13042
ENSG00000185339.10,1112,979,1380,1051,921,1121
ENSG00000100036.13,179,200,212,147,124,213
ENSG00000167065.14,319,320,410,298,278,320
ENSG00000250318.1,42,35,38,26,36,42
ENSG00000184792.16,555,472,689,356,356,542
ENSG00000237977.1,24,30,43,34,37,42
ENSG00000235989.4,14,6,14,9,10,6
ENSG00000133422.14,6115,5470,7503,6637,6549,6194
ENSG00000253352.10,16604,14578,19424,19166,17523,14452
ENSG00000183963.19,1452,1282,1815,1469,1548,1757
ENSG00000273387.1,54,36,60,52,52,73
ENSG00000198832.11,148,137,209,167,155,219
ENSG00000185133.14,527,462,725,498,466,614
ENSG00000100078.4,181,189,208,92,120,209
ENSG00000138942.17,3011,2693,3930,3663,3603,3373
ENSG00000182541.18,3064,2469,3445,3526,3697,3231
ENSG00000100100.13,886,766,1103,1006,969,940
ENSG00000228839.5,13,6,8,7,9,8
ENSG00000100105.18,5905,5243,7182,5974,5738,6443
ENSG00000213888.3,400,324,469,405,388,405
ENSG00000185721.13,7549,7119,9554,8361,8106,8682
ENSG00000184708.18,3188,2806,4112,3298,3442,3122
ENSG00000240591.2,5,4,4,6,8,4
ENSG00000198089.16,602,521,798,576,619,581
ENSG00000287817.1,26,27,23,7,22,20
ENSG00000241878.12,2661,2332,3186,2820,3124,3037
ENSG00000183530.14,8250,6404,9637,8927,9282,6864
ENSG00000100150.20,676,551,788,643,692,617
ENSG00000128254.16,123,98,123,113,127,127
ENSG00000128245.15,9986,8586,12119,10507,9880,10653
ENSG00000232346.1,72,56,87,71,87,135
ENSG00000205856.4,349,320,463,214,202,295
ENSG00000242082.2,52,23,45,24,31,27
ENSG00000100191.6,2,3,1,2,2,2
ENSG00000273325.1,3,3,2,2,4,5
ENSG00000205853.12,9,5,7,8,11,9
ENSG00000230736.2,16,10,12,14,9,12
ENSG00000241954.1,3,6,6,3,7,2
ENSG00000232218.1,4,2,21,2,7,4
ENSG00000100220.12,14679,13442,18237,15869,15698,16391
ENSG00000100225.18,9812,8669,11792,10178,9602,9994
ENSG00000185666.16,33,19,20,19,22,20
ENSG00000100234.12,5514,3641,6023,5602,5590,4445
ENSG00000133424.22,7954,6842,9391,7489,7146,7841
ENSG00000273082.1,7,5,8,4,4,8
ENSG00000286592.2,48,74,80,35,26,41
ENSG00000175329.13,2357,2099,2820,4634,4405,2472
ENSG00000100281.14,2993,2527,3650,3046,3351,2898
ENSG00000100284.22,1420,1312,1800,1421,1481,1843
ENSG00000100292.18,939,849,1158,692,784,919
ENSG00000100297.16,6178,6127,8217,5384,5314,7269
ENSG00000100302.7,7,8,6,4,6,5
ENSG00000198125.13,23,16,36,29,21,20
ENSG00000221963.6,701,310,692,327,384,183
ENSG00000100320.24,16751,13712,19068,17427,17516,14753
ENSG00000128284.20,19,1,15,16,21,14
ENSG00000100336.18,14,16,22,15,18,21
ENSG00000288778.2,2,1,3,1,2,2
ENSG00000128335.14,1115,837,1334,995,1059,991
ENSG00000100342.22,41,16,43,10,17,7
ENSG00000100345.23,111072,99245,142804,114526,104985,114725
ENSG00000223695.1,2,3,2,5,2,3
ENSG00000237668.1,15,23,25,18,36,42
ENSG00000228719.1,3,2,1,1,8,7
ENSG00000100348.10,5934,5821,7775,6817,6412,7345
ENSG00000100350.16,2637,2424,3215,2396,2307,2848
ENSG00000100353.18,24695,22057,30563,25307,25704,25844
ENSG00000100360.15,948,780,1129,974,993,1001
ENSG00000286485.1,9,3,8,5,8,8
ENSG00000128311.14,3718,3728,4889,4725,4542,5202
ENSG00000252412.1,7,10,6,12,12,6
ENSG00000128309.17,6723,6397,8599,6702,6788,9084
ENSG00000287236.1,31,24,24,16,22,31
ENSG00000100379.18,2170,2018,2723,2005,1928,2735
ENSG00000187045.19,294,304,366,264,263,303
ENSG00000100385.15,9,8,9,9,23,14
ENSG00000133466.14,1292,1031,1554,1057,1010,1306
ENSG00000278195.2,236,216,311,162,159,254
ENSG00000128340.16,188,148,241,140,177,260
ENSG00000166897.16,370,357,449,309,303,423
ENSG00000100060.18,84,78,129,19,42,61
ENSG00000100065.15,2783,2495,3713,2588,2842,3203
ENSG00000128283.7,4796,4384,6524,5235,5468,7366
ENSG00000100079.7,95,87,129,109,167,121
ENSG00000100083.19,3403,3077,4404,3598,3654,4166
ENSG00000100092.24,433,415,564,351,408,534
ENSG00000233360.4,6,5,1,1,5,7
ENSG00000241360.2,59,55,81,45,54,93
ENSG00000100097.12,274,127,260,286,337,290
ENSG00000273899.5,91,76,131,92,117,108
ENSG00000100106.22,3311,2955,4073,3649,3708,3991
ENSG00000189060.6,7687,6372,9096,5659,6398,6972
ENSG00000100116.17,2611,2520,3428,2554,2465,3372
ENSG00000100124.15,1179,1131,1580,1162,1233,1461
ENSG00000207696.1,2,3,5,4,2,2
ENSG00000100129.18,38670,35341,47232,40273,37287,38511
ENSG00000279738.1,150,149,156,172,162,136
ENSG00000100139.14,4664,4227,5824,4687,4769,5511
ENSG00000278948.1,165,119,200,146,152,139
ENSG00000128346.11,219,191,266,203,205,207
ENSG00000272582.1,14,3,10,9,11,3
ENSG00000100142.16,2934,2631,3757,2995,3271,4352
ENSG00000100146.20,13,19,31,2,8,15
ENSG00000100151.16,1938,1935,2543,2040,2088,2447
ENSG00000100156.12,24,25,17,10,17,23
ENSG00000128298.18,231,216,308,261,273,283
ENSG00000272720.1,15,14,15,33,21,12
ENSG00000184381.20,350,261,455,318,325,325
ENSG00000185022.12,860,721,1149,1139,1071,1095
ENSG00000198792.13,9117,7293,10963,9385,9101,10051
ENSG00000213923.13,5446,4766,6824,5627,6243,6147
ENSG00000291015.1,159,157,194,148,156,134
ENSG00000168135.4,224,183,294,155,155,307
ENSG00000100196.11,1876,1565,2274,2110,2182,1977
ENSG00000100201.23,23067,17500,25736,23493,27533,19286
ENSG00000100206.11,115,115,140,104,86,99
ENSG00000184949.18,425,340,398,432,524,351
ENSG00000100211.12,1755,1620,2102,1837,1943,2117
ENSG00000230912.1,4,2,4,6,4,4
ENSG00000228274.5,97,81,97,80,80,96
ENSG00000100216.6,6226,6046,8482,7041,6564,7851
ENSG00000100221.11,8300,6714,9706,9351,9426,8317
ENSG00000100226.16,6077,5262,7417,5639,5735,6428
ENSG00000229598.1,11,5,13,4,7,7
ENSG00000100242.16,4843,4159,6131,5277,5582,5071
ENSG00000273096.1,4,3,1,7,2,4
ENSG00000272669.1,8,7,8,10,11,8
ENSG00000100246.13,1933,1522,2251,1842,2057,2130
ENSG00000221890.6,2585,2233,3028,2376,2240,2153
ENSG00000183741.12,3571,3088,4175,3502,3370,3648
ENSG00000235209.1,3,2,3,1,4,1
ENSG00000179750.16,388,349,531,462,478,410
ENSG00000244509.4,3407,2897,4064,3815,4196,4096
ENSG00000243811.12,11,15,12,13,12,14
ENSG00000128394.17,831,580,914,673,666,794
ENSG00000239713.9,245,231,306,181,162,267
ENSG00000100298.16,14,9,9,16,15,5
ENSG00000100307.13,223,158,257,188,203,215
ENSG00000279833.1,6,5,11,9,7,3
ENSG00000100311.17,1610,1362,2064,1723,1588,1851
ENSG00000284633.2,11,16,16,15,17,16
ENSG00000100316.16,283752,253102,357011,292115,282398,336250
ENSG00000209482.1,6,6,2,4,9,10
ENSG00000100321.15,1730,1513,2084,1485,1648,2256
ENSG00000280216.1,13,7,7,11,13,7
ENSG00000100324.14,3181,2944,4046,3088,3287,3643
ENSG00000128268.12,5946,5355,7414,5998,6292,6433
ENSG00000227188.1,10,17,26,22,26,8
ENSG00000100335.15,8813,7655,10999,9314,9401,9108
ENSG00000128272.18,30208,30143,38712,36368,37794,37761
ENSG00000187051.9,2981,3024,4091,3485,3463,4456
ENSG00000100346.18,46,36,69,33,42,29
ENSG00000226085.3,72,73,87,64,88,112
ENSG00000100351.17,53,43,71,44,51,61
ENSG00000225528.4,5,12,12,7,15,9
ENSG00000133477.17,2727,2106,3146,3601,4092,2831
ENSG00000261202.2,3,1,3,6,5,1
